iter	Passed	Remaining
1689	5572	1022
1690	5575	1018
1691	5578	1015
1692	5582	1012
1693	5585	1008
1694	5588	1005
1695	5591	1002
1696	5594	998
1697	5597	995
1698	5600	992
1699	5602	988
1700	5605	985
1701	5608	981
1702	5610	978
1703	5613	975
1704	5616	971
1705	5618	968
1706	5621	964
1707	5623	961
1708	5626	958
1709	5629	954
1710	5631	951
1711	5634	947
1712	5637	944
1713	5639	941
1714	5642	937
1715	5644	934
1716	5647	930
1717	5650	927
1718	5652	924
1719	5655	920
1720	5658	917
1721	5661	914
1722	5664	910
1723	5667	907
1724	5671	904
1725	5673	900
1726	5676	897
1727	5679	893
1728	5681	890
1729	5684	887
1730	5687	883
1731	5689	880
1732	5692	877
1733	5695	873
1734	5697	870
1735	5700	866
1736	5703	863
1737	5706	860
1738	5708	856
1739	5711	853
1740	5713	850
1741	5716	846
1742	5719	843
1743	5721	839
1744	5724	836
1745	5727	833
1746	5729	829
1747	5732	826
1748	5735	823
1749	5738	819
1750	5740	816
1751	5743	812
1752	5745	809
1753	5749	806
1754	5752	803
1755	5755	799
1756	5758	796
1757	5760	793
1758	5764	789
1759	5767	786
1760	5770	783
1761	5773	779
1762	5776	776
1763	5779	773
1764	5782	769
1765	5785	766
1766	5787	763
1767	5790	759
1768	5793	756
1769	5795	753
1770	5798	749
1771	5801	746
1772	5803	743
1773	5806	739
1774	5809	736
1775	5811	733
1776	5814	729
1777	5817	726
1778	5819	722
1779	5822	719
1780	5824	716
1781	5827	712
1782	5830	709
1783	5832	706
1784	5835	702
1785	5838	699
1786	5841	696
1787	5844	692
1788	5846	689
1789	5849	686
1790	5851	682
1791	5854	679
1792	5857	676
1793	5859	672
1794	5862	669
1795	5865	666
1796	5868	662
1797	5870	659
1798	5873	656
1799	5876	652
1800	5879	649
1801	5881	646
1802	5884	642
1803	5887	639
1804	5889	636
1805	5892	632
1806	5894	629
1807	5897	626
1808	5900	622
1809	5902	619
1810	5906	616
1811	5910	613
1812	5913	609
1813	5915	606
1814	5918	603
1815	5921	599
1816	5924	596
1817	5926	593
1818	5929	590
1819	5932	586
1820	5935	583
1821	5938	580
1822	5942	576
1823	5945	573
1824	5948	570
1825	5951	567
1826	5955	563
1827	5959	560
1828	5962	557
1829	5965	554
1830	5969	550
1831	5972	547
1832	5975	544
1833	5978	541
1834	5980	537
1835	5983	534
1836	5986	531
1837	5989	527
1838	5992	524
1839	5994	521
1840	5997	517
1841	5999	514
1842	6002	511
1843	6004	508
1844	6007	504
1845	6010	501
1846	6012	498
1847	6015	494
1848	6018	491
1849	6021	488
1850	6023	484
1851	6026	481
1852	6028	478
1853	6031	474
1854	6034	471
1855	6036	468
1856	6039	465
1857	6041	461
1858	6044	458
1859	6046	455
1860	6049	451
1861	6052	448
1862	6055	445
1863	6057	441
1864	6060	438
1865	6062	435
1866	6065	432
1867	6068	428
1868	6071	425
1869	6073	422
1870	6076	418
1871	6079	415
1872	6081	412
1873	6084	409
1874	6087	405
1875	6090	402
1876	6093	399
1877	6096	396
1878	6098	392
1879	6101	389
1880	6104	386
1881	6106	382
1882	6109	379
1883	6111	376
1884	6114	373
1885	6117	369
1886	6120	366
1887	6123	363
1888	6126	360
1889	6129	356
1890	6133	353
1891	6136	350
1892	6139	347
1893	6141	343
1894	6145	340
1895	6148	337
1896	6151	333
1897	6154	330
1898	6156	327
1899	6159	324
1900	6162	320
1901	6165	317
1902	6168	314
1903	6170	311
1904	6173	307
1905	6175	304
1906	6178	301
1907	6181	298
1908	6184	294
1909	6186	291
1910	6189	288
1911	6192	285
1912	6195	281
1913	6197	278
1914	6200	275
1915	6202	271
1916	6206	268
1917	6209	265
1918	6212	262
1919	6214	258
1920	6217	255
1921	6220	252
1922	6223	249
1923	6225	245
1924	6228	242
1925	6231	239
1926	6233	236
1927	6236	232
1928	6239	229
1929	6241	226
1930	6244	223
1931	6246	219
1932	6249	216
1933	6252	213
1934	6255	210
1935	6258	206
1936	6260	203
1937	6263	200
1938	6266	197
1939	6269	193
1940	6272	190
1941	6275	187
1942	6278	184
1943	6280	180
1944	6283	177
1945	6286	174
1946	6288	171
1947	6291	167
1948	6294	164
1949	6297	161
1950	6299	158
1951	6303	154
1952	6306	151
1953	6327	148
1954	6331	145
1955	6335	142
1956	6339	139
1957	6342	136
1958	6346	132
1959	6349	129
1960	6352	126
1961	6356	123
1962	6358	119
1963	6361	116
1964	6364	113
1965	6367	110
1966	6371	106
1967	6373	103
1968	6376	100
1969	6379	97
1970	6381	93
1971	6384	90
1972	6387	87
1973	6389	84
1974	6392	80
1975	6394	77
1976	6397	74
1977	6400	71
1978	6403	67
1979	6405	64
1980	6408	61
1981	6411	58
1982	6413	54
1983	6416	51
1984	6419	48
1985	6421	45
1986	6424	42
1987	6426	38
1988	6429	35
1989	6432	32
1990	6435	29
1991	6437	25
1992	6440	22
1993	6444	19
1994	6447	16
1995	6450	12
1996	6453	9
1997	6456	6
1998	6458	3
1999	6461	0
