iter	RMSE
198	70.98610714
199	70.98258537
200	70.97882451
201	70.97615735
202	70.9719277
203	70.96699121
204	70.95927935
205	70.95532999
206	70.94779381
207	70.94492538
208	70.93887153
209	70.93677095
210	70.92966444
211	70.92710716
212	70.92380618
213	70.9180094
214	70.91357388
215	70.90942176
216	70.90503356
217	70.90027611
218	70.89696434
219	70.89454131
220	70.88504436
221	70.87731248
222	70.87515609
223	70.86869879
224	70.86442146
225	70.8595182
226	70.85549965
227	70.85195837
228	70.84856378
229	70.84497917
230	70.84103386
231	70.83624308
232	70.82834788
233	70.82502058
234	70.81776511
235	70.80970714
236	70.80403802
237	70.79996214
238	70.79712116
239	70.79500657
240	70.7913512
241	70.7875732
242	70.78253586
243	70.77988256
244	70.77609759
245	70.77381763
246	70.77097496
247	70.768802
248	70.76194077
249	70.75743604
250	70.7524168
251	70.74887165
252	70.74679295
253	70.74202463
254	70.73955572
255	70.73692791
256	70.73421872
257	70.72915363
258	70.7266516
259	70.71756041
260	70.71246623
261	70.70983177
262	70.70352193
263	70.70086582
264	70.69854181
265	70.69439339
266	70.68930627
267	70.68611799
268	70.68417649
269	70.67954844
270	70.67440915
271	70.67187975
272	70.66864571
273	70.66356043
274	70.65994914
275	70.65737968
276	70.65424846
277	70.65152519
278	70.6488911
279	70.64713667
280	70.64524146
281	70.64205203
282	70.63863872
283	70.63675684
284	70.63350083
285	70.62975484
286	70.627144
287	70.62401708
288	70.62074668
289	70.61889928
290	70.61640728
291	70.61364548
292	70.60621913
293	70.60204337
294	70.59993118
295	70.59737329
296	70.59464172
297	70.58970397
298	70.58712792
299	70.58240549
300	70.57815242
301	70.57534122
302	70.57225554
303	70.57062951
304	70.56861611
305	70.56589927
306	70.5634602
307	70.56163686
308	70.55985893
309	70.55554428
310	70.55387645
311	70.5516278
312	70.54892089
313	70.54715666
314	70.5444469
315	70.54299295
316	70.53986132
317	70.53603488
318	70.53363808
319	70.53105075
320	70.52885834
321	70.52680683
322	70.52542163
323	70.51933815
324	70.51780813
325	70.5162324
326	70.51247295
327	70.51053084
328	70.5081766
329	70.5062285
330	70.50501375
331	70.50165556
332	70.49909113
333	70.49569273
334	70.49411649
335	70.49280788
336	70.49127776
337	70.48676908
338	70.48533681
339	70.48406575
340	70.48035677
341	70.47827801
342	70.47641511
343	70.47468902
344	70.46475626
345	70.46376366
346	70.46004406
347	70.45827274
348	70.45329995
349	70.45107409
350	70.44904407
351	70.44292711
352	70.43538835
353	70.43417135
354	70.43278341
355	70.43076747
356	70.42961019
357	70.42792972
358	70.42571406
359	70.4240262
360	70.42290009
361	70.41990265
362	70.41851841
363	70.41615717
364	70.41337576
365	70.41108823
366	70.4093444
367	70.40643776
368	70.40474585
369	70.40360687
370	70.40143085
371	70.39925515
372	70.39673983
373	70.39547256
374	70.39388936
375	70.39236091
376	70.38871757
377	70.3873933
378	70.38494887
379	70.382418
380	70.37907558
381	70.37670195
382	70.37418434
383	70.37278874
384	70.37156087
385	70.37095244
386	70.36982632
387	70.36809926
388	70.36718464
389	70.36502949
390	70.36140653
391	70.35956285
392	70.35829063
393	70.3566245
394	70.35507406
395	70.35321481
396	70.35215743
397	70.35086912
398	70.34935244
399	70.34841675
400	70.347641
401	70.34535833
402	70.34394914
403	70.34278792
404	70.34221104
405	70.33780411
406	70.33621294
407	70.33503969
408	70.33308427
409	70.33070481
410	70.3296452
411	70.32856223
412	70.3270377
413	70.32481588
414	70.32354118
415	70.32257165
416	70.31777752
417	70.31641888
418	70.31386244
419	70.31271803
420	70.3115845
421	70.30462756
422	70.30318883
423	70.30179806
424	70.2998357
425	70.29712476
426	70.29565255
427	70.29419025
428	70.29105809
429	70.29002552
430	70.28816239
431	70.28727071
432	70.28556406
433	70.28424803
434	70.2831148
435	70.28164674
436	70.27601966
437	70.27387234
438	70.27118019
439	70.2674627
440	70.26633065
441	70.2654525
442	70.26388676
443	70.26261099
444	70.26115508
445	70.25995285
446	70.25835215
447	70.25731891
448	70.25565742
449	70.2550754
450	70.25381411
451	70.25261956
452	70.24975067
453	70.24869984
454	70.24641087
455	70.24405319
456	70.24242179
457	70.24041066
458	70.23869431
459	70.23692407
460	70.2348372
461	70.23320228
462	70.23149202
463	70.23008542
464	70.22939318
465	70.2287787
466	70.22775082
467	70.22700623
468	70.22641034
469	70.22572497
470	70.22391364
471	70.223233
472	70.22227989
473	70.22145729
474	70.22003306
475	70.21750118
476	70.21599728
477	70.21478197
478	70.21423474
479	70.21253493
480	70.21118373
481	70.20985817
482	70.20662812
483	70.20594994
484	70.2047838
485	70.20287597
486	70.19809863
487	70.19706144
488	70.19602998
489	70.19510335
490	70.19427443
491	70.19065575
492	70.18936577
493	70.18809471
494	70.1857177
495	70.18365576
496	70.18037066
497	70.17761914
498	70.17662126
499	70.17498463
500	70.17283839
501	70.17194437
502	70.17055745
503	70.16977624
504	70.16859275
505	70.16213829
506	70.16124213
507	70.16071535
508	70.15905398
509	70.15728008
510	70.15641625
511	70.15493944
512	70.15399704
513	70.15315089
514	70.15239794
515	70.15143288
516	70.15048792
517	70.14845663
518	70.14690953
519	70.1454808
520	70.14444221
521	70.14381065
522	70.14079218
523	70.13944515
524	70.13890112
525	70.1381462
526	70.13665608
527	70.13601495
528	70.13518375
529	70.13256097
530	70.13165472
531	70.13051978
532	70.12884164
533	70.12779502
534	70.12669754
535	70.12542328
536	70.123935
537	70.12289449
538	70.12076587
539	70.11883621
540	70.11752278
541	70.11636908
542	70.1132375
543	70.11172236
544	70.10962946
545	70.10917321
546	70.10779556
547	70.10572251
548	70.10454739
549	70.10302295
550	70.10216188
551	70.10034858
552	70.09943318
553	70.09885907
554	70.09793932
555	70.09714278
556	70.09495562
557	70.09422963
558	70.09308702
559	70.09138577
560	70.09030035
561	70.08935834
562	70.08819866
563	70.08689608
564	70.08588853
565	70.08492621
566	70.08429522
567	70.08278092
568	70.08100667
569	70.0794492
570	70.07907795
571	70.07734316
572	70.07627875
573	70.07479039
574	70.07450675
575	70.0736527
576	70.07262344
577	70.07193124
578	70.07084794
579	70.07013716
580	70.06850304
581	70.06771735
582	70.06648941
583	70.06553455
584	70.0648136
585	70.06381706
586	70.06254443
587	70.06195582
588	70.06087756
589	70.05973905
590	70.05870101
591	70.0574914
592	70.05641594
593	70.05535187
594	70.05493881
595	70.05356042
596	70.04932317
597	70.04872234
598	70.04815706
599	70.04737397
600	70.04640372
601	70.04562688
602	70.04385234
603	70.04241227
604	70.0417351
605	70.04079208
606	70.04001144
607	70.03749529
608	70.03592534
609	70.03540388
610	70.03288194
611	70.03167485
612	70.031063
613	70.0301772
614	70.02929433
615	70.02889989
616	70.02807625
617	70.0269932
618	70.02661985
619	70.02290593
620	70.02197771
621	70.02134568
622	70.02064528
623	70.01968942
624	70.01892903
625	70.01743082
626	70.01633939
627	70.01527564
628	70.01479452
629	70.014399
630	70.01051735
631	70.00968671
632	70.00867191
633	70.00796647
634	70.00508617
635	70.00430438
636	70.00350075
637	70.0020876
638	70.00085551
639	69.99939564
640	69.99644155
641	69.99544009
642	69.99398446
643	69.9912195
644	69.99064306
645	69.98983075
646	69.98900581
647	69.98763194
648	69.98717229
649	69.98647665
650	69.98510086
651	69.98175798
652	69.9796381
653	69.97863789
654	69.97701509
655	69.97656386
656	69.97540535
657	69.97478119
658	69.97378376
659	69.97276936
660	69.9722288
661	69.97177554
662	69.97053416
663	69.9697545
664	69.96900371
665	69.96784102
666	69.96711169
667	69.96657199
668	69.96612331
669	69.96356519
670	69.96235131
671	69.96159166
672	69.96068904
673	69.95782065
674	69.95701305
675	69.95628942
676	69.95506133
677	69.95443988
678	69.95327775
679	69.95238206
680	69.9509857
681	69.94988932
682	69.94886732
683	69.94808686
684	69.94752325
685	69.9413754
686	69.9405241
687	69.93886528
688	69.93679384
689	69.93616576
690	69.93479647
691	69.93433054
692	69.93346271
693	69.9311856
694	69.92985893
695	69.92827526
696	69.92627031
697	69.92413466
698	69.92325472
699	69.92215284
700	69.92160116
701	69.92058016
702	69.91980088
703	69.91935758
704	69.91741144
705	69.91678769
706	69.91598686
707	69.91538975
708	69.91475411
709	69.9143508
710	69.91299606
711	69.91138086
712	69.91072786
713	69.91013022
714	69.90962748
715	69.90884462
716	69.90668563
717	69.90530694
718	69.90486269
719	69.90394546
720	69.902656
721	69.90152184
722	69.9011802
723	69.90040494
724	69.89928228
725	69.89886162
726	69.89772972
727	69.89691223
728	69.89559527
729	69.89476012
730	69.89400842
731	69.89295449
732	69.89223707
733	69.88963873
734	69.8885266
735	69.88784478
736	69.88679618
737	69.88589632
738	69.88564691
739	69.88492801
740	69.88375014
741	69.88335613
742	69.88254385
743	69.88170434
744	69.88139851
745	69.88035819
746	69.87992639
747	69.87937946
748	69.87877261
749	69.87817998
750	69.87738312
751	69.87491562
752	69.87353851
753	69.87162174
754	69.87113534
755	69.87035555
756	69.86940346
757	69.86845436
758	69.86773504
759	69.86718992
760	69.86457245
761	69.86404295
762	69.86246431
763	69.86170045
764	69.86112308
765	69.86054017
766	69.85945807
767	69.85845827
768	69.85718016
769	69.85679418
770	69.85563566
771	69.85505194
772	69.85444462
773	69.85383494
774	69.85338039
775	69.85245034
776	69.85173483
777	69.85128056
778	69.85073266
779	69.84968943
780	69.84886376
781	69.84819397
782	69.84785324
783	69.84746204
784	69.84680017
785	69.8457046
786	69.84463639
787	69.84417802
788	69.84354644
789	69.84179752
790	69.84102271
791	69.83997453
792	69.83928102
793	69.83779548
794	69.8341734
795	69.83368604
796	69.8332036
797	69.83153666
798	69.83112866
799	69.83065933
800	69.83033548
801	69.82985846
802	69.82848369
803	69.8280831
804	69.82700079
805	69.8262959
806	69.8253401
807	69.82502965
808	69.82435651
809	69.82388407
810	69.82309815
811	69.82252257
812	69.82219212
813	69.82061466
814	69.82006743
815	69.81775431
816	69.81687452
817	69.81650819
818	69.81562086
819	69.81535829
820	69.81231889
821	69.81172712
822	69.81107024
823	69.81030138
824	69.80992976
825	69.80935888
826	69.80849825
827	69.80820296
828	69.80669102
829	69.80609788
830	69.80541772
831	69.8041971
832	69.80326545
833	69.80262434
834	69.80236426
835	69.80027191
836	69.79963067
837	69.79915318
838	69.7988586
839	69.79854568
840	69.7980775
841	69.79744604
842	69.79631996
843	69.79512117
844	69.79414761
845	69.79332776
846	69.79254544
847	69.79226779
848	69.79144254
849	69.78967527
850	69.7886728
851	69.7869
852	69.78634452
853	69.78539987
854	69.78504796
855	69.78431188
856	69.78377782
857	69.7827623
858	69.78053102
859	69.78011344
860	69.77963725
861	69.77930106
862	69.77869131
863	69.77802856
864	69.77722424
865	69.7768946
866	69.77656823
867	69.77598465
868	69.77542953
869	69.77514939
870	69.77353334
871	69.771506
872	69.7707796
873	69.7702494
874	69.76962779
875	69.76895077
876	69.76761092
877	69.7668597
878	69.76423062
879	69.76382357
880	69.76291644
881	69.76261794
882	69.76225404
883	69.76187739
884	69.76129808
885	69.76072032
886	69.75961877
887	69.7587084
888	69.75834159
889	69.75796272
890	69.75740472
891	69.75576809
892	69.75491274
893	69.75366741
894	69.75192832
895	69.75159079
896	69.75113501
897	69.74854168
898	69.74782575
899	69.7458422
900	69.74540644
901	69.74490557
902	69.74467945
903	69.74386279
904	69.74295283
905	69.74220013
906	69.74162807
907	69.74078669
908	69.74036772
909	69.73916514
910	69.7387685
911	69.73832356
912	69.73776161
913	69.73689664
914	69.73622546
915	69.73443139
916	69.73388346
917	69.73233017
918	69.7317869
919	69.73050965
920	69.72606108
921	69.72531293
922	69.72457169
923	69.72340779
924	69.72312654
925	69.722308
926	69.72183955
927	69.72145786
928	69.72099886
929	69.720451
930	69.71851318
931	69.71766565
932	69.71727508
933	69.7167695
934	69.71643561
935	69.71557201
936	69.7152671
937	69.71485859
938	69.71385678
939	69.71137552
940	69.71107091
941	69.71055228
942	69.71023369
943	69.70980248
944	69.70723402
945	69.70620371
946	69.70588292
947	69.70509671
948	69.70442957
949	69.7039311
950	69.70346303
951	69.70079549
952	69.69910777
953	69.6987032
954	69.69807859
955	69.69714158
956	69.69692586
957	69.69621036
958	69.69596986
959	69.69463233
960	69.69375311
961	69.693322
962	69.69281331
963	69.69238371
964	69.69198376
965	69.6905135
966	69.68955059
967	69.68904749
968	69.68699008
969	69.68662366
970	69.68604142
971	69.68550874
972	69.68485506
973	69.6845533
974	69.68319127
975	69.68286392
976	69.6824347
977	69.68176682
978	69.68030654
979	69.67972288
980	69.67920291
981	69.67776834
982	69.67721253
983	69.67680611
984	69.67631521
985	69.67581379
986	69.67468693
987	69.67419316
988	69.67381614
989	69.67323386
990	69.67260413
991	69.66459504
992	69.66412653
993	69.6635987
994	69.66275823
995	69.66225228
996	69.66166978
997	69.66132132
998	69.65976933
999	69.65917437
1000	69.65901491
1001	69.65874034
1002	69.65664697
1003	69.6557895
1004	69.65468256
1005	69.65420869
1006	69.65365807
1007	69.65345334
1008	69.65301117
1009	69.65255447
1010	69.6517857
1011	69.6513047
1012	69.65054805
1013	69.65015755
1014	69.64983975
1015	69.64807821
1016	69.64746383
1017	69.6470624
1018	69.64666746
1019	69.64602723
1020	69.64539809
1021	69.64497845
1022	69.64460646
1023	69.64409527
1024	69.64351857
1025	69.64301593
1026	69.64287408
1027	69.64240516
1028	69.64186377
1029	69.64137565
1030	69.64067498
1031	69.640367
1032	69.63986345
1033	69.63890861
1034	69.63859408
1035	69.63829318
1036	69.63763413
1037	69.63651069
1038	69.63600505
1039	69.63572668
1040	69.63523769
1041	69.63468314
1042	69.63422242
1043	69.63403263
1044	69.63285514
1045	69.63214478
1046	69.6318495
1047	69.63019157
1048	69.62785517
1049	69.62746179
1050	69.6270415
1051	69.6267606
1052	69.62634384
1053	69.62590498
1054	69.62559329
1055	69.6249536
1056	69.62456131
1057	69.6224949
1058	69.62186355
1059	69.62165797
1060	69.62081977
1061	69.62018384
1062	69.61854256
1063	69.61816257
1064	69.6175081
1065	69.61732267
1066	69.6169827
1067	69.61642849
1068	69.61598206
1069	69.61516945
1070	69.61463461
1071	69.6141972
1072	69.61350864
1073	69.61208204
1074	69.61181753
1075	69.61116847
1076	69.6106416
1077	69.60995435
1078	69.60959438
1079	69.60740609
1080	69.60682414
1081	69.60641513
1082	69.60597063
1083	69.60503562
1084	69.60445337
1085	69.60393072
1086	69.60354502
1087	69.60331752
1088	69.60161887
1089	69.60119728
1090	69.60060964
1091	69.59964679
1092	69.5983405
1093	69.59791868
1094	69.59737237
1095	69.59654042
1096	69.59594487
1097	69.5956711
1098	69.59508362
1099	69.59473794
1100	69.59404155
1101	69.59366847
1102	69.59336907
1103	69.59305315
1104	69.59260124
1105	69.59157148
1106	69.59102576
1107	69.59070757
1108	69.59038058
1109	69.58996369
1110	69.58908176
1111	69.58859674
1112	69.58773581
1113	69.58744273
1114	69.58695637
1115	69.58605084
1116	69.58567905
1117	69.58483333
1118	69.58443247
1119	69.58408189
1120	69.5835687
1121	69.58310183
1122	69.58280442
1123	69.5818956
1124	69.58120223
1125	69.58066952
1126	69.57792867
1127	69.57768154
1128	69.57737347
1129	69.57672917
1130	69.57629355
1131	69.57581204
1132	69.57537183
1133	69.57498581
1134	69.57433561
1135	69.57398107
1136	69.57334318
1137	69.5725898
1138	69.57239855
1139	69.57171825
1140	69.57110628
1141	69.56981398
1142	69.56931497
1143	69.56903621
1144	69.5625276
1145	69.56191167
1146	69.56154289
1147	69.56121508
1148	69.56077163
1149	69.56062412
1150	69.56025437
1151	69.55981821
1152	69.55945091
1153	69.55905978
1154	69.55846652
1155	69.5582626
1156	69.55779142
1157	69.55706912
1158	69.5562818
1159	69.55588422
1160	69.55525119
1161	69.55512859
1162	69.55382289
1163	69.55336686
1164	69.55274607
1165	69.55251501
1166	69.55216662
1167	69.55165039
1168	69.55113061
1169	69.55069202
1170	69.54934433
1171	69.54884447
1172	69.54844607
1173	69.54755514
1174	69.54683723
1175	69.54672393
1176	69.54621538
1177	69.54577251
1178	69.54548854
1179	69.54505397
1180	69.54468028
1181	69.54416958
1182	69.54384342
1183	69.5435275
1184	69.54184693
1185	69.54161791
1186	69.54126409
1187	69.54091821
1188	69.54041829
1189	69.53995175
1190	69.5395706
1191	69.53922029
1192	69.53863065
1193	69.53835028
1194	69.53805183
1195	69.53721384
1196	69.5369503
1197	69.53661247
1198	69.53616311
1199	69.53549576
1200	69.53520768
1201	69.53469341
1202	69.5345594
1203	69.5340454
1204	69.53340581
1205	69.53302074
1206	69.53270308
1207	69.53238814
1208	69.53198999
1209	69.53159766
1210	69.5310024
1211	69.53066261
1212	69.53038464
1213	69.52929634
1214	69.52902338
1215	69.52844244
1216	69.52799121
1217	69.52744167
1218	69.52731145
1219	69.52683805
1220	69.52634134
1221	69.52582736
1222	69.52534903
1223	69.52495138
1224	69.52468847
1225	69.52442232
1226	69.52416753
1227	69.52069653
1228	69.52024521
1229	69.51990403
1230	69.51861356
1231	69.51830389
1232	69.51798881
1233	69.51742687
1234	69.51609167
1235	69.51509994
1236	69.51468186
1237	69.51418947
1238	69.51378518
1239	69.51334076
1240	69.5131016
1241	69.51187918
1242	69.51170442
1243	69.51124608
1244	69.51075338
1245	69.51014047
1246	69.50988089
1247	69.50952674
1248	69.50896766
1249	69.50806266
1250	69.50771501
1251	69.50720545
1252	69.50683833
1253	69.50655625
1254	69.506045
1255	69.50584883
1256	69.50547687
1257	69.50526965
1258	69.50436803
1259	69.50340299
1260	69.50277688
1261	69.50199767
1262	69.50180986
1263	69.50076293
1264	69.50001909
1265	69.49966632
1266	69.49929896
1267	69.49906728
1268	69.49828412
1269	69.49736339
1270	69.49685896
1271	69.49657841
1272	69.49578414
1273	69.49478867
1274	69.49452118
1275	69.49373326
1276	69.49328012
1277	69.49305218
1278	69.49281206
1279	69.49262859
1280	69.49222617
1281	69.49203892
1282	69.49124945
1283	69.49065996
1284	69.49025029
1285	69.48970571
1286	69.48932438
1287	69.48878383
1288	69.48846419
1289	69.48801976
1290	69.48761492
1291	69.48712566
1292	69.48675767
1293	69.48651965
1294	69.48610273
1295	69.48559269
1296	69.48538836
1297	69.48505953
1298	69.48478045
1299	69.48443789
1300	69.48412685
1301	69.48385706
1302	69.48349229
1303	69.4830795
1304	69.4828021
1305	69.48258755
1306	69.48214166
1307	69.48166025
1308	69.48134462
1309	69.48079322
1310	69.48032525
1311	69.48022714
1312	69.4798465
1313	69.47953461
1314	69.47868284
1315	69.47810808
1316	69.47787021
1317	69.47767547
1318	69.47597423
1319	69.47580888
1320	69.47544741
1321	69.47463877
1322	69.47432261
1323	69.47377746
1324	69.4735346
1325	69.47283486
1326	69.4722495
1327	69.47198667
1328	69.47181322
1329	69.47147168
1330	69.47125419
1331	69.47077942
1332	69.47022588
1333	69.46989404
1334	69.46962545
1335	69.46888173
1336	69.46845901
1337	69.46669852
1338	69.46634981
1339	69.46594974
1340	69.46556899
1341	69.46536782
1342	69.46353847
1343	69.46332377
1344	69.46283211
1345	69.46225019
1346	69.46187794
1347	69.46166601
1348	69.46019843
1349	69.45896275
1350	69.4579967
1351	69.45683442
1352	69.45632493
1353	69.45584053
1354	69.45563401
1355	69.45540113
1356	69.455138
1357	69.4548919
1358	69.45430119
1359	69.45389632
1360	69.45369859
1361	69.45335419
1362	69.45222631
1363	69.45195514
1364	69.45167574
1365	69.45125563
1366	69.45078583
1367	69.45046542
1368	69.44987913
1369	69.44881818
1370	69.4479934
1371	69.44758269
1372	69.44734491
1373	69.4471613
1374	69.44678208
1375	69.44663551
1376	69.44649528
1377	69.44619123
1378	69.44541628
1379	69.44500622
1380	69.44478987
1381	69.44444599
1382	69.44402425
1383	69.44375151
1384	69.44206912
1385	69.44190359
1386	69.44133383
1387	69.44116805
1388	69.44100997
1389	69.44046452
1390	69.43981992
1391	69.43917765
1392	69.43858272
1393	69.43817085
1394	69.43790307
1395	69.43654325
1396	69.43629605
1397	69.43590864
1398	69.43556174
1399	69.43501675
1400	69.43463643
1401	69.43440027
1402	69.4342634
1403	69.43116643
1404	69.43090202
1405	69.43060948
1406	69.43027546
1407	69.42994666
1408	69.42971706
1409	69.42926677
1410	69.42881715
1411	69.42806953
1412	69.42774475
1413	69.42733968
1414	69.42694533
1415	69.42667775
1416	69.4264244
1417	69.42569746
1418	69.42507814
1419	69.42481938
1420	69.42459656
1421	69.42423639
1422	69.42387822
1423	69.42375247
1424	69.4234706
1425	69.42322193
1426	69.4231034
1427	69.42261881
1428	69.42222354
1429	69.42124344
1430	69.42072415
1431	69.42031637
1432	69.41983952
1433	69.41947953
1434	69.4194185
1435	69.41913059
1436	69.41897948
1437	69.41882958
1438	69.41839496
1439	69.41770594
1440	69.41713806
1441	69.41586107
1442	69.41559611
1443	69.41536027
1444	69.41481809
1445	69.41459126
1446	69.41425236
1447	69.41346475
1448	69.4133269
1449	69.4132162
1450	69.41307877
1451	69.41286429
1452	69.41265706
1453	69.4099012
1454	69.40958579
1455	69.40898094
1456	69.408633
1457	69.40833192
1458	69.40816455
1459	69.408005
1460	69.40751608
1461	69.40680106
1462	69.40649194
1463	69.40626507
1464	69.40607325
1465	69.4057292
1466	69.40549192
1467	69.40518839
1468	69.40488594
1469	69.4046398
1470	69.40358006
1471	69.40308404
1472	69.40260447
1473	69.40222586
1474	69.40181931
1475	69.40148158
1476	69.40125808
1477	69.40107811
1478	69.40001524
1479	69.39948453
1480	69.39880703
1481	69.39831098
1482	69.39813568
1483	69.39748576
1484	69.39689483
1485	69.39655042
1486	69.39632364
1487	69.39590783
1488	69.39573718
1489	69.39485972
1490	69.39442423
1491	69.394111
1492	69.39373984
1493	69.39346594
1494	69.39243893
1495	69.39214939
1496	69.39206531
1497	69.39191425
1498	69.39145591
1499	69.39118393
1500	69.39078109
1501	69.3904759
1502	69.39038528
1503	69.39008792
1504	69.38964708
1505	69.38937858
1506	69.38902149
1507	69.38862598
1508	69.38815709
1509	69.38763569
1510	69.38740218
1511	69.38720351
1512	69.38673068
1513	69.38648205
1514	69.38632227
1515	69.3858343
1516	69.38555886
1517	69.38518095
1518	69.38459137
1519	69.38441162
1520	69.38425336
1521	69.38408478
1522	69.38390841
1523	69.38351423
1524	69.38336019
1525	69.38297814
1526	69.38278949
1527	69.38250764
1528	69.38234326
1529	69.38202239
1530	69.38183341
1531	69.38163583
1532	69.38126147
1533	69.38112984
1534	69.38075442
1535	69.38053788
1536	69.3803846
1537	69.38003656
1538	69.37972811
1539	69.37945957
1540	69.37917935
1541	69.37898186
1542	69.37881765
1543	69.37752995
1544	69.37289285
1545	69.37254137
1546	69.37238468
1547	69.37207035
1548	69.37180834
1549	69.37170238
1550	69.37159286
1551	69.37127457
1552	69.37086521
1553	69.37060783
1554	69.37037084
1555	69.37014341
1556	69.36980336
1557	69.36937158
1558	69.36922939
1559	69.36908072
1560	69.36873237
1561	69.36846871
1562	69.36803573
1563	69.36764667
1564	69.36718152
1565	69.36639571
1566	69.36598455
1567	69.36552611
1568	69.36534804
1569	69.36484673
1570	69.36414922
1571	69.36390981
1572	69.36368161
1573	69.36346916
1574	69.36320672
1575	69.36287896
1576	69.36230704
1577	69.3620674
1578	69.36181155
1579	69.36158148
1580	69.36122289
1581	69.36088435
1582	69.36046769
1583	69.36019179
1584	69.35992071
1585	69.35955947
1586	69.3592407
1587	69.35891255
1588	69.35852992
1589	69.35816498
1590	69.35794319
1591	69.35774839
1592	69.35728765
1593	69.35710182
1594	69.35675239
1595	69.35647682
1596	69.35571187
1597	69.35551811
1598	69.35462746
1599	69.35443762
1600	69.35423259
1601	69.35390055
1602	69.35370911
1603	69.35346351
1604	69.35333931
1605	69.35304232
1606	69.35280706
1607	69.35248507
1608	69.35216329
1609	69.35184266
1610	69.35145291
1611	69.3512627
1612	69.35111086
1613	69.35079231
1614	69.35054837
1615	69.34991269
1616	69.34973359
1617	69.34957185
1618	69.34947776
1619	69.34909437
1620	69.3452041
1621	69.34480369
1622	69.34440937
1623	69.3443002
1624	69.34366426
1625	69.3435429
1626	69.3428427
1627	69.34161401
1628	69.34096348
1629	69.34058619
1630	69.34038772
1631	69.34027545
1632	69.33802607
1633	69.33771502
1634	69.33706657
1635	69.33679306
1636	69.33655746
1637	69.33606492
1638	69.33583913
1639	69.33554717
1640	69.33524088
1641	69.334624
1642	69.33421838
1643	69.33368596
1644	69.33309671
1645	69.33236339
1646	69.33209604
1647	69.33174639
1648	69.33160678
1649	69.33130205
1650	69.33070452
1651	69.33040553
1652	69.32928442
1653	69.32840814
1654	69.32822981
1655	69.32797706
1656	69.32784114
1657	69.32747818
1658	69.32736737
1659	69.32695254
1660	69.32669422
1661	69.32641641
1662	69.32616958
1663	69.3259608
1664	69.325807
1665	69.32537054
1666	69.32518219
