iter	RMSE
1667	69.32500077
1668	69.32466525
1669	69.32453073
1670	69.32428463
1671	69.32379717
1672	69.32359378
1673	69.32338215
1674	69.32315923
1675	69.32281415
1676	69.3217919
1677	69.32128495
1678	69.32090592
1679	69.32037582
1680	69.32006387
1681	69.3196656
1682	69.31937928
1683	69.31840671
1684	69.31811621
1685	69.31798807
1686	69.31787188
1687	69.31712298
1688	69.31695487
1689	69.31667583
1690	69.31642514
1691	69.31619184
1692	69.31600718
1693	69.31565854
1694	69.31523575
1695	69.31495703
1696	69.31479754
1697	69.31446536
1698	69.31410703
1699	69.31340767
1700	69.31301037
1701	69.31282323
1702	69.31256464
1703	69.31200008
1704	69.31169458
1705	69.31160468
1706	69.31125204
1707	69.31105896
1708	69.31080828
1709	69.31015778
1710	69.3099303
1711	69.30951588
1712	69.30879546
1713	69.3084902
1714	69.30802832
1715	69.30791627
1716	69.30763058
1717	69.30724124
1718	69.30650311
1719	69.30318599
1720	69.30295184
1721	69.30280437
1722	69.30245222
1723	69.302187
1724	69.30198502
1725	69.30152031
1726	69.30116507
1727	69.30080886
1728	69.30059811
1729	69.30010461
1730	69.29995825
1731	69.2996635
1732	69.29941621
1733	69.29926891
1734	69.29903687
1735	69.29875037
1736	69.29851153
1737	69.29817727
1738	69.29742117
1739	69.297206
1740	69.29700181
1741	69.29667795
1742	69.29656824
1743	69.29608499
1744	69.29569693
1745	69.29542151
1746	69.29464141
1747	69.29440664
1748	69.29373066
1749	69.29343529
1750	69.2925947
1751	69.29230536
1752	69.29209871
1753	69.29180528
1754	69.29126437
1755	69.29098607
1756	69.2906932
1757	69.29041493
1758	69.29012825
1759	69.29002235
1760	69.28980847
1761	69.2896323
1762	69.28901568
1763	69.28878543
1764	69.28844381
1765	69.28781981
1766	69.28747348
1767	69.28734715
1768	69.28696799
1769	69.28663668
1770	69.28637484
1771	69.28621701
1772	69.28601546
1773	69.2857985
1774	69.28569594
1775	69.28554544
1776	69.28408751
1777	69.28348901
1778	69.28296199
1779	69.28265924
1780	69.28197098
1781	69.28184174
1782	69.28158556
1783	69.28132651
1784	69.28117386
1785	69.28060922
1786	69.28005124
1787	69.27972194
1788	69.27932428
1789	69.27923684
1790	69.278965
1791	69.2787778
1792	69.27842309
1793	69.27812886
1794	69.27795001
1795	69.27773881
1796	69.27763784
1797	69.27732834
1798	69.27722574
1799	69.27656996
1800	69.27585887
1801	69.27565306
1802	69.27551553
1803	69.27541721
1804	69.2752778
1805	69.27495722
1806	69.27405914
1807	69.27208848
1808	69.27157779
1809	69.27126998
1810	69.27081651
1811	69.27057068
1812	69.27032193
1813	69.27024608
1814	69.27007452
1815	69.26977658
1816	69.26945339
1817	69.26923254
1818	69.26904688
1819	69.26873037
1820	69.26857166
1821	69.26841862
1822	69.26798333
1823	69.26785511
1824	69.2676415
1825	69.26751701
1826	69.26737337
1827	69.26709
1828	69.26694516
1829	69.26661745
1830	69.26650953
1831	69.26631692
1832	69.26600175
1833	69.26560693
1834	69.26544941
1835	69.26512654
1836	69.26453074
1837	69.26420555
1838	69.26388317
1839	69.2636833
1840	69.26344709
1841	69.26302845
1842	69.262244
1843	69.26191482
1844	69.26170033
1845	69.26140491
1846	69.26088314
1847	69.26075587
1848	69.26061156
1849	69.26033502
1850	69.2601406
1851	69.25988857
1852	69.2596019
1853	69.25931003
1854	69.25867705
1855	69.25845505
1856	69.25825281
1857	69.25817357
1858	69.25800355
1859	69.25787637
1860	69.25744725
1861	69.25670055
1862	69.25649697
1863	69.25589463
1864	69.25550333
1865	69.2549816
1866	69.25474238
1867	69.25383572
1868	69.25332166
1869	69.25309694
1870	69.25280581
1871	69.25163171
1872	69.25150837
1873	69.25092804
1874	69.25076315
1875	69.2503657
1876	69.25016921
1877	69.24971927
1878	69.24962825
1879	69.24945055
1880	69.24924806
1881	69.24885742
1882	69.24853411
1883	69.24804041
1884	69.24775789
1885	69.24760267
1886	69.24752732
1887	69.24719378
1888	69.24704441
1889	69.24687752
1890	69.24668123
1891	69.24630469
1892	69.24600252
1893	69.24509741
1894	69.24452114
1895	69.24432316
1896	69.24365789
1897	69.24349421
1898	69.24278276
1899	69.24262891
1900	69.24234334
1901	69.24218564
1902	69.24189787
1903	69.24179232
1904	69.24160285
1905	69.23950195
1906	69.23893337
1907	69.23817885
1908	69.2379682
1909	69.23766539
1910	69.23725545
1911	69.23709692
1912	69.23675896
1913	69.23666362
1914	69.23636891
1915	69.23599189
1916	69.23565527
1917	69.23552243
1918	69.23525756
1919	69.23503314
1920	69.23473475
1921	69.23450617
1922	69.23404308
1923	69.23365147
1924	69.23343628
1925	69.23288107
1926	69.23279202
1927	69.23227867
1928	69.23221086
1929	69.23176119
1930	69.23163002
1931	69.23147117
1932	69.23110256
1933	69.23086689
1934	69.23067449
1935	69.23055019
1936	69.23021342
1937	69.22986069
1938	69.22958743
1939	69.22947156
1940	69.2292826
1941	69.22900115
1942	69.22885619
1943	69.22863225
1944	69.22838921
1945	69.22817433
1946	69.22784394
1947	69.22770791
1948	69.2276554
1949	69.22617954
1950	69.22601262
1951	69.22581281
1952	69.22557402
1953	69.22520195
1954	69.22509183
1955	69.22446687
1956	69.22411541
1957	69.22312906
1958	69.22302936
1959	69.22283173
1960	69.22214259
1961	69.22189907
1962	69.2215696
1963	69.22127245
1964	69.22075042
1965	69.22056348
1966	69.22036425
1967	69.22022572
1968	69.22012296
1969	69.21996363
1970	69.21970923
1971	69.21938036
1972	69.219261
1973	69.21900435
1974	69.21876838
1975	69.21856276
1976	69.21834465
1977	69.21807291
1978	69.21789873
1979	69.2176455
1980	69.21747879
1981	69.21679842
1982	69.21636079
1983	69.21610913
1984	69.21588321
1985	69.21572397
1986	69.21557125
1987	69.21514399
1988	69.2149953
1989	69.21477097
1990	69.2144501
1991	69.21433868
1992	69.21414863
1993	69.21392641
1994	69.21327136
1995	69.21268062
1996	69.21246145
1997	69.21220831
1998	69.21153811
1999	69.21142884
